"relative_folder","semantic_display_path","semantic_axis_values","product_signal_terms","likely_colour_folder","parent_folder","top_namespace","second_namespace","third_namespace","folder_depth","direct_image_count","image_files","full_folder_path"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Charcoal","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Charcoal","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Charcoal","Women | Non-NKD | Bottoms | Leggings","Charcoal","Honeycomb","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Charcoal"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Coral_Pink","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Coral_Pink","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Coral_Pink","Women | Non-NKD | Bottoms | Leggings","Coral_Pink","Honeycomb","Women","Non-NKD","Bottoms","13","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Coral_Pink"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Dusty_Pink","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Dusty_Pink","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Dusty_Pink","Women | Non-NKD | Bottoms | Leggings","Dusty_Pink","Honeycomb","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Dusty_Pink"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Fern_Green","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Fern_Green","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Fern_Green","Women | Non-NKD | Bottoms | Leggings","Fern_Green","Honeycomb","Women","Non-NKD","Bottoms","13","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Fern_Green"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Khaki","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Khaki","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Khaki","Women | Non-NKD | Bottoms | Leggings","Khaki","Honeycomb","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Khaki"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Lavender","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Lavender","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Lavender","Women | Non-NKD | Bottoms | Leggings","Lavender","Honeycomb","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Lavender"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Mango","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Mango","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Mango","Women | Non-NKD | Bottoms | Leggings","Mango","Honeycomb","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Mango"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Navy","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Navy","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Navy","Women | Non-NKD | Bottoms | Leggings","Navy","Honeycomb","Women","Non-NKD","Bottoms","13","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Navy"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Sage","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Sage","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Sage","Women | Non-NKD | Bottoms | Leggings","Sage","Honeycomb","Women","Non-NKD","Bottoms","13","4","01.png | 02.png | 03.png | 04.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Sage"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Sand","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Sand","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Sand","Women | Non-NKD | Bottoms | Leggings","Sand","Honeycomb","Women","Non-NKD","Bottoms","13","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Sand"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Legacy/Honeycomb/Steel_Blue","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection | Legacy=Honeycomb > Steel_Blue","Rise=High_Waisted > Scrunch > Minimal > Seamless | Legacy=Honeycomb > Steel_Blue","Women | Non-NKD | Bottoms | Leggings","Steel_Blue","Honeycomb","Women","Non-NKD","Bottoms","13","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Legacy\Honeycomb\Steel_Blue"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Azure","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Azure","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Azure","Women | Non-NKD | Bottoms | Leggings","Azure","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Azure"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Banner","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Banner","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Banner","Women | Non-NKD | Bottoms | Leggings","Banner","Sculpt","Women","Non-NKD","Bottoms","12","1","Sculpt_Seamless.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Banner"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Black","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Black","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Black","Women | Non-NKD | Bottoms | Leggings","Black","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.jpg | 04.webp | 05.jpg | 06.jpg","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Black"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Blossom","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Blossom","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Blossom","Women | Non-NKD | Bottoms | Leggings","Blossom","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Blossom"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Charcoal","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Charcoal","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Charcoal","Women | Non-NKD | Bottoms | Leggings","Charcoal","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.jpg | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Charcoal"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Cherry_Red","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Cherry_Red","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Cherry_Red","Women | Non-NKD | Bottoms | Leggings","Cherry_Red","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Cherry_Red"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Cobalt_Blue","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Cobalt_Blue","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Cobalt_Blue","Women | Non-NKD | Bottoms | Leggings","Cobalt_Blue","Sculpt","Women","Non-NKD","Bottoms","12","6","01.png | 02.png | 03.png | 04.png | 05.png | 06.png","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Cobalt_Blue"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Forest","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Forest","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Forest","Women | Non-NKD | Bottoms | Leggings","Forest","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.jpg | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Forest"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Hot_Pink","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Hot_Pink","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Hot_Pink","Women | Non-NKD | Bottoms | Leggings","Hot_Pink","Sculpt","Women","Non-NKD","Bottoms","12","6","01.jpg | 02.webp | 03.jpg | 04.webp | 05.jpg | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Hot_Pink"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Jade","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Jade","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Jade","Women | Non-NKD | Bottoms | Leggings","Jade","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Jade"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Lemon","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Lemon","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Lemon","Women | Non-NKD | Bottoms | Leggings","Lemon","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.jpg | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Lemon"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Mocha","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Mocha","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Mocha","Women | Non-NKD | Bottoms | Leggings","Mocha","Sculpt","Women","Non-NKD","Bottoms","12","6","01.jpg | 02.webp | 03.jpg | 04.jpg | 05.webp | 06.jpg","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Mocha"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Sky_Blue","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Sky_Blue","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Sky_Blue","Women | Non-NKD | Bottoms | Leggings","Sky_Blue","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Sky_Blue"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Sculpt/Violet","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Violet","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Sculpt > Violet","Women | Non-NKD | Bottoms | Leggings","Violet","Sculpt","Women","Non-NKD","Bottoms","12","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Sculpt\Violet"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Stonewash/Minimal_Scrunch/Black","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Black","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Black","Women | Non-NKD | Bottoms | Leggings","Black","Minimal_Scrunch","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.jpg | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Stonewash\Minimal_Scrunch\Black"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Stonewash/Minimal_Scrunch/Denim_Blue","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Denim_Blue","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Denim_Blue","Women | Non-NKD | Bottoms | Leggings","Denim_Blue","Minimal_Scrunch","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Stonewash\Minimal_Scrunch\Denim_Blue"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Stonewash/Minimal_Scrunch/Dusty_Blue","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Dusty_Blue","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Dusty_Blue","Women | Non-NKD | Bottoms | Leggings","Dusty_Blue","Minimal_Scrunch","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Stonewash\Minimal_Scrunch\Dusty_Blue"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Stonewash/Minimal_Scrunch/Lilac","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Lilac","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Lilac","Women | Non-NKD | Bottoms | Leggings","Lilac","Minimal_Scrunch","Women","Non-NKD","Bottoms","13","6","01.webp | 02.webp | 03.webp | 04.webp | 05.webp | 06.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Stonewash\Minimal_Scrunch\Lilac"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Stonewash/Minimal_Scrunch/Mint","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Mint","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Mint","Women | Non-NKD | Bottoms | Leggings","Mint","Minimal_Scrunch","Women","Non-NKD","Bottoms","13","4","01.webp | 02.webp | 03.webp | 04.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Stonewash\Minimal_Scrunch\Mint"
"Women/Non-NKD/Bottoms/Leggings/Rise/High_Waisted/Scrunch/Minimal/Seamless/__Collection/Stonewash/Minimal_Scrunch/Petrol","Women | Non-NKD | Bottoms | Leggings | Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Petrol","Rise=High_Waisted > Scrunch > Minimal > Seamless | Collection=Stonewash > Minimal_Scrunch > Petrol","Women | Non-NKD | Bottoms | Leggings","Petrol","Minimal_Scrunch","Women","Non-NKD","Bottoms","13","5","01.webp | 02.webp | 03.webp | 04.webp | 05.webp","C:\Users\rjfra\OneDrive\Hornsby\Assignments\Sport_Warehouse\images\Clothing\Ryderwear\Women\Non-NKD\Bottoms\Leggings\Rise\High_Waisted\Scrunch\Minimal\Seamless\__Collection\Stonewash\Minimal_Scrunch\Petrol"
